home_team,home_q1,home_q2,home_q3,home_q4,home_q5,home_final,away_team,away_q1,away_q2,away_q3,away_q4,away_q5,away_final,season,week
San Francisco 49ersSan Francisco (15-1),14,3,0,2,19,19,Los Angeles RamsLA Rams (10-6),3,10,0,3,16,16,1984,16
New York GiantsNY Giants (9-7),0,3,0,0,3,3,New Orleans SaintsNew Orleans (7-9),7,0,0,3,10,10,1984,16
Seattle SeahawksSeattle (12-4),0,7,7,0,14,14,Denver BroncosDenver (13-3),10,0,14,7,31,31,1984,16
Tampa Bay BuccaneersTampa Bay (6-10),10,7,3,21,41,41,New York JetsNY Jets (7-9),0,7,0,14,21,21,1984,16
Cincinnati BengalsCincinnati (8-8),7,21,3,21,52,52,Buffalo BillsBuffalo (2-14),7,0,7,7,21,21,1984,16
Detroit LionsDetroit (4-11-1),3,3,0,7,13,13,Chicago BearsChicago (10-6),0,14,3,13,30,30,1984,16
Houston OilersHouston (3-13),0,7,10,3,20,20,Cleveland BrownsCleveland (5-11),7,3,7,10,27,27,1984,16
New England PatriotsNew England (9-7),3,10,0,3,16,16,Indianapolis ColtsIndianapolis (4-12),0,0,10,0,10,10,1984,16
Minnesota VikingsMinnesota (3-13),0,0,7,7,14,14,Green Bay PackersGreen Bay (8-8),10,21,7,0,38,38,1984,16
Washington RedskinsWashington (11-5),6,17,3,3,29,29,St. Louis CardinalsSt. Louis (9-7),0,7,10,10,27,27,1984,16
San Diego ChargersSan Diego (7-9),0,0,7,14,21,21,Kansas City ChiefsKansas City (8-8),14,14,14,0,42,42,1984,16
Atlanta FalconsAtlanta (4-12),3,10,7,6,26,26,Philadelphia EaglesPhiladelphia (6-9-1),3,0,7,0,10,10,1984,16
Los Angeles RaidersLA Raiders (11-5),0,0,0,7,7,7,Pittsburgh SteelersPittsburgh (9-7),3,0,0,10,13,13,1984,16
Miami DolphinsMiami (14-2),0,7,7,14,28,28,Dallas CowboysDallas (9-7),0,0,7,14,21,21,1984,16
New York GiantsNY Giants (1-0),14,0,0,7,21,21,Philadelphia EaglesPhiladelphia (0-1),0,0,0,0,0,0,1985,1
Atlanta FalconsAtlanta (0-1),14,7,0,6,27,27,Detroit LionsDetroit (1-0),0,14,14,0,28,28,1985,1
New England PatriotsNew England (1-0),7,12,0,7,26,26,Green Bay PackersGreen Bay (0-1),0,6,0,14,20,20,1985,1
Pittsburgh SteelersPittsburgh (1-0),7,17,7,14,45,45,Indianapolis ColtsIndianapolis (0-1),3,0,0,0,3,3,1985,1
New Orleans SaintsNew Orleans (0-1),3,0,0,24,27,27,Kansas City ChiefsKansas City (1-0),10,16,7,14,47,47,1985,1
Houston OilersHouston (1-0),0,9,3,14,26,26,Miami DolphinsMiami (0-1),10,3,3,7,23,23,1985,1
Cleveland BrownsCleveland (0-1),0,3,0,21,0,24,St. Louis CardinalsSt. Louis (1-0),7,0,3,14,3,27,1985,1
Minnesota VikingsMinnesota (1-0),0,0,7,21,28,28,San Francisco 49ersSan Francisco (0-1),7,0,0,14,21,21,1985,1
Cincinnati BengalsCincinnati (0-1),0,10,14,0,24,24,Seattle SeahawksSeattle (1-0),7,14,0,7,28,28,1985,1
Chicago BearsChicago (1-0),7,10,14,7,38,38,Tampa Bay BuccaneersTampa Bay (0-1),14,14,0,0,28,28,1985,1
Los Angeles RaidersLA Raiders (1-0),7,14,7,3,31,31,New York JetsNY Jets (0-1),0,0,0,0,0,0,1985,1
Los Angeles RamsLA Rams (1-0),3,7,0,10,20,20,Denver BroncosDenver (0-1),0,16,0,0,16,16,1985,1
Buffalo BillsBuffalo (0-1),3,6,0,0,9,9,San Diego ChargersSan Diego (1-0),7,7,0,0,14,14,1985,1
Dallas CowboysDallas (1-0),3,14,13,14,44,44,Washington RedskinsWashington (0-1),0,7,0,7,14,14,1985,1
Kansas City ChiefsKansas City (2-0),3,9,17,7,36,36,Los Angeles RaidersLA Raiders (1-1),7,7,0,6,20,20,1985,2
New York JetsNY Jets (1-1),0,21,14,7,42,42,Buffalo BillsBuffalo (0-2),3,0,0,0,3,3,1985,2
St. Louis CardinalsSt. Louis (2-0),7,10,10,14,41,41,Cincinnati BengalsCincinnati (0-2),7,7,3,10,27,27,1985,2
Detroit LionsDetroit (2-0),10,3,13,0,26,26,Dallas CowboysDallas (1-1),0,0,0,21,21,21,1985,2
Washington RedskinsWashington (1-1),13,3,0,0,16,16,Houston OilersHouston (1-1),0,10,3,0,13,13,1985,2
Philadelphia EaglesPhiladelphia (0-2),3,3,0,0,6,6,Los Angeles RamsLA Rams (2-0),10,0,0,7,17,17,1985,2
Chicago BearsChicago (2-0),7,3,10,0,20,20,New England PatriotsNew England (1-1),0,0,0,7,7,7,1985,2
Green Bay PackersGreen Bay (1-1),10,7,0,6,23,23,New York GiantsNY Giants (1-1),0,6,7,7,20,20,1985,2
San Francisco 49ersSan Francisco (1-1),0,0,14,21,35,35,Atlanta FalconsAtlanta (0-2),7,3,3,3,16,16,1985,2
Miami DolphinsMiami (1-1),3,10,3,14,30,30,Indianapolis ColtsIndianapolis (0-2),0,7,0,6,13,13,1985,2
Tampa Bay BuccaneersTampa Bay (0-2),0,3,7,6,16,16,Minnesota VikingsMinnesota (2-0),7,10,7,7,31,31,1985,2
Denver BroncosDenver (1-1),7,17,7,3,34,34,New Orleans SaintsNew Orleans (0-2),0,6,10,7,23,23,1985,2
San Diego ChargersSan Diego (1-1),10,13,6,6,35,35,Seattle SeahawksSeattle (2-0),7,7,28,7,49,49,1985,2
Cleveland BrownsCleveland (1-1),0,7,3,7,17,17,Pittsburgh SteelersPittsburgh (1-1),0,0,0,7,7,7,1985,2
Minnesota VikingsMinnesota (2-1),3,7,7,7,24,24,Chicago BearsChicago (3-0),3,3,24,3,33,33,1985,3
New York GiantsNY Giants (2-1),7,3,10,7,27,27,St. Louis CardinalsSt. Louis (2-1),7,3,0,7,17,17,1985,3
Dallas CowboysDallas (2-1),3,7,7,3,20,20,Cleveland BrownsCleveland (1-2),0,0,0,7,7,7,1985,3
Atlanta FalconsAtlanta (0-3),7,7,14,0,28,28,Denver BroncosDenver (2-1),7,14,6,17,44,44,1985,3
Indianapolis ColtsIndianapolis (1-2),7,0,0,7,14,14,Detroit LionsDetroit (2-1),0,3,3,0,6,6,1985,3
Pittsburgh SteelersPittsburgh (2-1),14,3,3,0,20,20,Houston OilersHouston (1-2),0,0,0,0,0,0,1985,3
Buffalo BillsBuffalo (0-3),0,7,0,7,14,14,New England PatriotsNew England (2-1),3,7,7,0,17,17,1985,3
Washington RedskinsWashington (1-2),0,6,0,0,6,6,Philadelphia EaglesPhiladelphia (1-2),3,3,3,10,19,19,1985,3
Cincinnati BengalsCincinnati (0-3),7,6,21,7,41,41,San Diego ChargersSan Diego (2-1),3,17,14,10,44,44,1985,3
New Orleans SaintsNew Orleans (1-2),7,10,3,0,20,20,Tampa Bay BuccaneersTampa Bay (0-3),0,6,0,7,13,13,1985,3
Green Bay PackersGreen Bay (1-2),3,0,0,0,3,3,New York JetsNY Jets (2-1),7,0,10,7,24,24,1985,3
Miami DolphinsMiami (2-1),0,0,14,17,31,31,Kansas City ChiefsKansas City (2-1),0,0,0,0,0,0,1985,3
Los Angeles RaidersLA Raiders (1-2),3,0,0,7,10,10,San Francisco 49ersSan Francisco (2-1),10,3,14,7,34,34,1985,3
Seattle SeahawksSeattle (2-1),0,7,3,14,24,24,Los Angeles RamsLA Rams (3-0),7,0,14,14,35,35,1985,3
Philadelphia EaglesPhiladelphia (1-3),0,0,3,7,0,10,New York GiantsNY Giants (3-1),0,0,10,0,6,16,1985,4
Houston OilersHouston (1-3),0,0,10,0,10,10,Dallas CowboysDallas (3-1),7,0,3,7,17,17,1985,4
St. Louis CardinalsSt. Louis (3-1),0,19,14,10,43,43,Green Bay PackersGreen Bay (1-3),0,0,7,21,28,28,1985,4
New England PatriotsNew England (2-2),10,10,0,0,20,20,Los Angeles RaidersLA Raiders (2-2),14,0,7,14,35,35,1985,4
Buffalo BillsBuffalo (0-4),0,3,10,7,20,20,Minnesota VikingsMinnesota (3-1),7,13,0,7,27,27,1985,4
Kansas City ChiefsKansas City (3-1),14,7,7,0,28,28,Seattle SeahawksSeattle (2-2),0,0,7,0,7,7,1985,4
Detroit LionsDetroit (3-1),0,10,6,14,30,30,Tampa Bay BuccaneersTampa Bay (0-4),3,3,3,0,9,9,1985,4
Chicago BearsChicago (4-0),0,31,7,7,45,45,Washington RedskinsWashington (1-3),7,3,0,0,10,10,1985,4
New York JetsNY Jets (3-1),6,12,7,0,25,25,Indianapolis ColtsIndianapolis (1-3),0,10,7,3,20,20,1985,4
Los Angeles RamsLA Rams (4-0),0,10,7,0,17,17,Atlanta FalconsAtlanta (0-4),0,3,3,0,6,6,1985,4
San Diego ChargersSan Diego (2-2),7,0,0,0,7,7,Cleveland BrownsCleveland (2-2),0,7,7,7,21,21,1985,4
Denver BroncosDenver (2-2),7,10,6,3,26,26,Miami DolphinsMiami (3-1),7,13,7,3,30,30,1985,4
San Francisco 49ersSan Francisco (2-2),0,7,3,7,17,17,New Orleans SaintsNew Orleans (2-2),0,10,3,7,20,20,1985,4
Pittsburgh SteelersPittsburgh (2-2),0,10,14,0,24,24,Cincinnati BengalsCincinnati (1-3),0,14,7,16,37,37,1985,4
Indianapolis ColtsIndianapolis (2-3),7,21,14,7,49,49,Buffalo BillsBuffalo (0-5),7,3,0,7,17,17,1985,5
Tampa Bay BuccaneersTampa Bay (0-5),0,12,0,7,19,19,Chicago BearsChicago (5-0),0,3,10,14,27,27,1985,5
Green Bay PackersGreen Bay (2-3),7,13,23,0,43,43,Detroit LionsDetroit (3-2),3,0,0,7,10,10,1985,5
Cleveland BrownsCleveland (3-2),7,7,3,7,24,24,New England PatriotsNew England (2-3),0,13,7,0,20,20,1985,5
New Orleans SaintsNew Orleans (3-2),10,10,0,3,23,23,Philadelphia EaglesPhiladelphia (1-4),0,7,0,14,21,21,1985,5
Miami DolphinsMiami (4-1),7,7,3,7,24,24,Pittsburgh SteelersPittsburgh (2-3),0,17,0,3,20,20,1985,5
Atlanta FalconsAtlanta (0-5),0,3,0,14,17,17,San Francisco 49ersSan Francisco (3-2),7,3,7,21,38,38,1985,5
Cincinnati BengalsCincinnati (1-4),7,6,0,7,20,20,New York JetsNY Jets (4-1),7,7,12,3,29,29,1985,5
Denver BroncosDenver (3-2),10,7,14,0,31,31,Houston OilersHouston (1-4),0,3,10,7,20,20,1985,5
Los Angeles RaidersLA Raiders (3-2),0,10,3,6,19,19,Kansas City ChiefsKansas City (3-2),3,0,0,7,10,10,1985,5
Los Angeles RamsLA Rams (5-0),0,6,7,0,13,13,Minnesota VikingsMinnesota (3-2),0,0,7,3,10,10,1985,5
Seattle SeahawksSeattle (3-2),3,3,7,13,26,26,San Diego ChargersSan Diego (2-3),0,7,0,14,21,21,1985,5
New York GiantsNY Giants (3-2),3,3,20,3,29,29,Dallas CowboysDallas (4-1),7,7,7,9,30,30,1985,5
Washington RedskinsWashington (2-3),10,7,3,7,27,27,St. Louis CardinalsSt. Louis (3-2),0,3,0,7,10,10,1985,5
Cincinnati BengalsCincinnati (2-4),14,7,7,7,35,35,New York GiantsNY Giants (3-3),0,3,17,10,30,30,1985,6
New England PatriotsNew England (3-3),0,0,7,7,14,14,Buffalo BillsBuffalo (0-6),0,3,0,0,3,3,1985,6
Houston OilersHouston (1-5),3,3,0,0,6,6,Cleveland BrownsCleveland (4-2),0,0,14,7,21,21,1985,6
Indianapolis ColtsIndianapolis (2-4),0,3,0,7,10,10,Denver BroncosDenver (4-2),6,3,3,3,15,15,1985,6
Washington RedskinsWashington (3-3),3,14,7,0,24,24,Detroit LionsDetroit (3-3),3,0,0,0,3,3,1985,6
Tampa Bay BuccaneersTampa Bay (0-6),7,13,0,7,27,27,Los Angeles RamsLA Rams (6-0),0,14,10,7,31,31,1985,6
Green Bay PackersGreen Bay (3-3),0,7,7,6,20,20,Minnesota VikingsMinnesota (3-3),0,7,7,3,17,17,1985,6
Philadelphia EaglesPhiladelphia (2-4),3,10,10,7,30,30,St. Louis CardinalsSt. Louis (3-3),0,0,0,7,7,7,1985,6
Dallas CowboysDallas (5-1),0,10,10,7,27,27,Pittsburgh SteelersPittsburgh (2-4),0,3,0,10,13,13,1985,6
Seattle SeahawksSeattle (4-2),7,0,7,16,30,30,Atlanta FalconsAtlanta (0-6),0,6,3,17,26,26,1985,6
San Francisco 49ersSan Francisco (3-3),0,10,0,0,10,10,Chicago BearsChicago (6-0),13,3,0,10,26,26,1985,6
San Diego ChargersSan Diego (3-3),0,17,0,14,31,31,Kansas City ChiefsKansas City (3-3),3,14,3,0,20,20,1985,6
Los Angeles RaidersLA Raiders (4-2),7,7,0,9,23,23,New Orleans SaintsNew Orleans (3-3),0,7,3,3,13,13,1985,6
New York JetsNY Jets (5-1),0,6,10,7,23,23,Miami DolphinsMiami (4-2),0,0,7,0,7,7,1985,6
New York GiantsNY Giants (4-3),0,7,7,3,17,17,Washington RedskinsWashington (3-4),0,0,0,3,3,3,1985,7
Houston OilersHouston (2-5),7,10,10,17,44,44,Cincinnati BengalsCincinnati (2-5),0,13,0,14,27,27,1985,7
Philadelphia EaglesPhiladelphia (3-4),0,3,3,10,16,16,Dallas CowboysDallas (5-2),7,0,7,0,14,14,1985,7
Buffalo BillsBuffalo (1-6),7,7,0,7,21,21,Indianapolis ColtsIndianapolis (2-5),3,3,3,0,9,9,1985,7
Cleveland BrownsCleveland (4-3),7,0,3,10,20,20,Los Angeles RaidersLA Raiders (5-2),7,7,0,7,21,21,1985,7
Kansas City ChiefsKansas City (3-4),0,0,0,0,0,0,Los Angeles RamsLA Rams (7-0),0,13,3,0,16,16,1985,7
Atlanta FalconsAtlanta (1-6),7,7,7,10,31,31,New Orleans SaintsNew Orleans (3-4),0,10,0,14,24,24,1985,7
Pittsburgh SteelersPittsburgh (3-4),14,3,6,0,23,23,St. Louis CardinalsSt. Louis (3-4),3,0,0,7,10,10,1985,7
Minnesota VikingsMinnesota (4-3),0,7,0,14,21,21,San Diego ChargersSan Diego (3-4),7,3,0,7,17,17,1985,7
Detroit LionsDetroit (4-3),7,13,3,0,23,23,San Francisco 49ersSan Francisco (3-4),14,0,0,7,21,21,1985,7
New England PatriotsNew England (4-3),3,3,0,14,20,20,New York JetsNY Jets (5-2),0,3,3,7,13,13,1985,7
Denver BroncosDenver (5-2),7,0,3,0,3,13,Seattle SeahawksSeattle (4-3),0,0,7,3,0,10,1985,7
Miami DolphinsMiami (5-2),14,10,14,3,41,41,Tampa Bay BuccaneersTampa Bay (0-7),0,14,7,17,38,38,1985,7
Chicago BearsChicago (7-0),0,21,0,2,23,23,Green Bay PackersGreen Bay (3-4),7,0,0,0,7,7,1985,7
New York JetsNY Jets (6-2),0,0,7,10,17,17,Seattle SeahawksSeattle (4-4),0,14,0,0,14,14,1985,8
Dallas CowboysDallas (6-2),0,17,0,7,24,24,Atlanta FalconsAtlanta (1-7),7,3,0,0,10,10,1985,8
Philadelphia EaglesPhiladelphia (4-4),0,0,0,21,21,21,Buffalo BillsBuffalo (1-7),7,3,7,0,17,17,1985,8
Kansas City ChiefsKansas City (3-5),0,7,3,0,10,10,Denver BroncosDenver (6-2),10,17,0,3,30,30,1985,8
Indianapolis ColtsIndianapolis (3-5),14,6,7,10,37,37,Green Bay PackersGreen Bay (3-5),7,3,0,0,10,10,1985,8
St. Louis CardinalsSt. Louis (3-5),10,0,0,0,10,10,Houston OilersHouston (3-5),0,6,0,14,20,20,1985,8
Detroit LionsDetroit (5-3),10,14,0,7,31,31,Miami DolphinsMiami (5-3),0,14,7,0,21,21,1985,8
Chicago BearsChicago (8-0),10,3,7,7,27,27,Minnesota VikingsMinnesota (4-4),0,7,0,2,9,9,1985,8
Tampa Bay BuccaneersTampa Bay (0-8),14,0,0,0,14,14,New England PatriotsNew England (5-3),0,13,3,16,32,32,1985,8
Cleveland BrownsCleveland (4-4),0,0,7,0,7,7,Washington RedskinsWashington (4-4),14,0,0,0,14,14,1985,8
New Orleans SaintsNew Orleans (3-5),3,0,0,10,13,13,New York GiantsNY Giants (5-3),0,7,0,14,21,21,1985,8
Cincinnati BengalsCincinnati (3-5),3,14,9,0,26,26,Pittsburgh SteelersPittsburgh (3-5),0,7,0,14,21,21,1985,8
Los Angeles RamsLA Rams (7-1),0,0,7,7,14,14,San Francisco 49ersSan Francisco (4-4),14,14,0,0,28,28,1985,8
Los Angeles RaidersLA Raiders (6-2),10,14,7,3,34,34,San Diego ChargersSan Diego (3-5),0,7,7,7,21,21,1985,8
New York GiantsNY Giants (6-3),3,3,10,6,22,22,Tampa Bay BuccaneersTampa Bay (0-9),3,10,0,7,20,20,1985,9
Green Bay PackersGreen Bay (3-6),3,0,7,0,10,10,Chicago BearsChicago (9-0),0,7,0,9,16,16,1985,9
Buffalo BillsBuffalo (1-8),7,3,0,7,17,17,Cincinnati BengalsCincinnati (4-5),0,6,7,10,23,23,1985,9
Pittsburgh SteelersPittsburgh (4-5),0,0,7,3,10,10,Cleveland BrownsCleveland (4-5),0,6,0,3,9,9,1985,9
Minnesota VikingsMinnesota (5-4),0,6,7,3,16,16,Detroit LionsDetroit (5-4),3,0,7,3,13,13,1985,9
Houston OilersHouston (4-5),0,6,14,3,23,23,Kansas City ChiefsKansas City (3-6),0,3,3,14,20,20,1985,9
New England PatriotsNew England (6-3),0,3,0,14,17,17,Miami DolphinsMiami (5-4),7,3,3,0,13,13,1985,9
Atlanta FalconsAtlanta (1-8),3,0,0,7,10,10,Washington RedskinsWashington (5-4),3,28,3,10,44,44,1985,9
Indianapolis ColtsIndianapolis (3-6),0,3,7,7,17,17,New York JetsNY Jets (7-2),14,21,0,0,35,35,1985,9
San Diego ChargersSan Diego (4-5),7,10,7,6,30,30,Denver BroncosDenver (6-3),0,3,0,7,10,10,1985,9
Seattle SeahawksSeattle (5-4),3,23,7,0,33,33,Los Angeles RaidersLA Raiders (6-3),0,0,3,0,3,3,1985,9
Los Angeles RamsLA Rams (8-1),7,7,7,7,28,28,New Orleans SaintsNew Orleans (3-6),0,0,7,3,10,10,1985,9
San Francisco 49ersSan Francisco (5-4),7,7,10,0,24,24,Philadelphia EaglesPhiladelphia (4-5),3,0,10,0,13,13,1985,9
St. Louis CardinalsSt. Louis (4-5),0,0,14,7,21,21,Dallas CowboysDallas (6-3),0,10,0,0,10,10,1985,9
New York GiantsNY Giants (7-3),0,7,10,7,24,24,Los Angeles RamsLA Rams (8-2),7,6,3,3,19,19,1985,10
Philadelphia EaglesPhiladelphia (5-5),0,14,3,0,6,23,Atlanta FalconsAtlanta (1-9),0,0,0,17,0,17,1985,10
Cincinnati BengalsCincinnati (5-5),7,7,3,10,27,27,Cleveland BrownsCleveland (4-6),0,7,3,0,10,10,1985,10
Chicago BearsChicago (10-0),7,7,7,3,24,24,Detroit LionsDetroit (5-5),0,0,3,0,3,3,1985,10
Minnesota VikingsMinnesota (5-5),7,0,7,3,17,17,Green Bay PackersGreen Bay (4-6),3,3,0,21,27,27,1985,10
Buffalo BillsBuffalo (2-8),10,0,10,0,20,20,Houston OilersHouston (4-6),0,0,0,0,0,0,1985,10
New England PatriotsNew England (7-3),0,7,17,10,34,34,Indianapolis ColtsIndianapolis (3-7),0,6,0,9,15,15,1985,10
Kansas City ChiefsKansas City (3-7),7,7,0,14,28,28,Pittsburgh SteelersPittsburgh (5-5),10,17,3,6,36,36,1985,10
Tampa Bay BuccaneersTampa Bay (1-9),3,7,0,6,16,16,St. Louis CardinalsSt. Louis (4-6),0,0,0,0,0,0,1985,10
New Orleans SaintsNew Orleans (3-7),3,0,0,0,3,3,Seattle SeahawksSeattle (6-4),0,7,0,20,27,27,1985,10
Miami DolphinsMiami (6-4),0,7,7,7,21,21,New York JetsNY Jets (7-3),0,3,7,7,17,17,1985,10
Washington RedskinsWashington (5-5),0,0,0,7,7,7,Dallas CowboysDallas (7-3),0,3,10,0,13,13,1985,10
San Diego ChargersSan Diego (5-5),7,3,10,14,6,40,Los Angeles RaidersLA Raiders (6-4),7,6,14,7,0,34,1985,10
Denver BroncosDenver (7-3),7,7,0,3,17,17,San Francisco 49ersSan Francisco (5-5),0,3,10,3,16,16,1985,10
New York JetsNY Jets (8-3),17,24,14,7,62,62,Tampa Bay BuccaneersTampa Bay (1-10),14,7,7,0,28,28,1985,11
Cleveland BrownsCleveland (5-6),3,0,7,7,17,17,Buffalo BillsBuffalo (2-9),7,0,0,0,7,7,1985,11
Dallas CowboysDallas (7-4),0,0,0,0,0,0,Chicago BearsChicago (11-0),7,17,3,17,44,44,1985,11
Atlanta FalconsAtlanta (2-9),10,10,3,7,30,30,Los Angeles RamsLA Rams (8-3),0,0,0,14,14,14,1985,11
Indianapolis ColtsIndianapolis (3-8),10,3,7,0,20,20,Miami DolphinsMiami (7-4),3,10,14,7,34,34,1985,11
Green Bay PackersGreen Bay (5-6),0,17,7,14,38,38,New Orleans SaintsNew Orleans (3-8),0,0,7,7,14,14,1985,11
Houston OilersHouston (4-7),0,0,7,0,7,7,Pittsburgh SteelersPittsburgh (6-5),3,7,13,7,30,30,1985,11
St. Louis CardinalsSt. Louis (4-7),0,14,0,0,14,14,Philadelphia EaglesPhiladelphia (6-5),14,0,0,10,24,24,1985,11
Los Angeles RaidersLA Raiders (7-4),3,3,0,7,13,13,Cincinnati BengalsCincinnati (5-6),3,0,3,0,6,6,1985,11
San Francisco 49ersSan Francisco (6-5),3,14,7,7,31,31,Kansas City ChiefsKansas City (3-8),3,0,0,0,3,3,1985,11
Detroit LionsDetroit (6-5),17,14,7,3,41,41,Minnesota VikingsMinnesota (5-6),0,7,7,7,21,21,1985,11
Seattle SeahawksSeattle (6-5),0,3,10,0,13,13,New England PatriotsNew England (8-3),0,7,0,13,20,20,1985,11
Denver BroncosDenver (8-3),7,0,0,17,6,30,San Diego ChargersSan Diego (5-6),7,7,0,10,0,24,1985,11
Washington RedskinsWashington (6-5),7,0,7,9,23,23,New York GiantsNY Giants (7-4),7,0,14,0,21,21,1985,11
New York JetsNY Jets (9-3),6,0,7,0,3,16,New England PatriotsNew England (8-4),0,3,0,10,0,13,1985,12
Chicago BearsChicago (12-0),0,20,7,9,36,36,Atlanta FalconsAtlanta (2-10),0,0,0,0,0,0,1985,12
Cleveland BrownsCleveland (6-6),3,7,14,0,24,24,Cincinnati BengalsCincinnati (5-7),0,3,3,0,6,6,1985,12
Tampa Bay BuccaneersTampa Bay (2-10),3,3,0,10,3,19,Detroit LionsDetroit (6-6),0,7,6,3,0,16,1985,12
Buffalo BillsBuffalo (2-10),0,7,7,0,14,14,Miami DolphinsMiami (8-4),7,7,3,6,23,23,1985,12
Minnesota VikingsMinnesota (5-7),7,3,3,10,23,23,New Orleans SaintsNew Orleans (4-8),14,6,3,7,30,30,1985,12
Houston OilersHouston (5-7),14,3,3,17,37,37,San Diego ChargersSan Diego (5-7),0,7,14,14,35,35,1985,12
Pittsburgh SteelersPittsburgh (6-6),3,14,0,6,23,23,Washington RedskinsWashington (7-5),14,6,7,3,30,30,1985,12
St. Louis CardinalsSt. Louis (4-8),3,0,0,0,3,3,New York GiantsNY Giants (8-4),0,10,10,14,34,34,1985,12
Los Angeles RaidersLA Raiders (8-4),7,7,14,0,3,31,Denver BroncosDenver (8-4),7,14,0,7,0,28,1985,12
Los Angeles RamsLA Rams (9-3),7,7,7,13,34,34,Green Bay PackersGreen Bay (5-7),0,10,7,0,17,17,1985,12
Kansas City ChiefsKansas City (4-8),7,10,3,0,20,20,Indianapolis ColtsIndianapolis (3-9),0,0,0,7,7,7,1985,12
Dallas CowboysDallas (8-4),7,14,0,13,34,34,Philadelphia EaglesPhiladelphia (6-6),10,0,0,7,17,17,1985,12
San Francisco 49ersSan Francisco (7-5),0,12,0,7,19,19,Seattle SeahawksSeattle (6-6),0,0,0,6,6,6,1985,12
Detroit LionsDetroit (7-6),3,14,7,7,31,31,New York JetsNY Jets (9-4),0,3,7,10,20,20,1985,13
Dallas CowboysDallas (9-4),7,14,14,0,35,35,St. Louis CardinalsSt. Louis (4-9),7,10,0,0,17,17,1985,13
New York GiantsNY Giants (8-5),7,13,3,10,33,33,Cleveland BrownsCleveland (7-6),7,14,0,14,35,35,1985,13
Pittsburgh SteelersPittsburgh (6-7),0,6,3,14,23,23,Denver BroncosDenver (9-4),0,10,0,21,31,31,1985,13
Cincinnati BengalsCincinnati (6-7),21,7,14,3,45,45,Houston OilersHouston (5-8),0,10,3,14,27,27,1985,13
New Orleans SaintsNew Orleans (5-8),6,3,0,20,29,29,Los Angeles RamsLA Rams (9-4),0,3,0,0,3,3,1985,13
Philadelphia EaglesPhiladelphia (6-7),10,10,3,0,23,23,Minnesota VikingsMinnesota (6-7),0,0,0,28,28,28,1985,13
Indianapolis ColtsIndianapolis (3-10),7,10,0,14,31,31,New England PatriotsNew England (9-4),7,17,0,14,38,38,1985,13
Green Bay PackersGreen Bay (6-7),0,7,7,7,21,21,Tampa Bay BuccaneersTampa Bay (2-11),0,0,0,0,0,0,1985,13
San Diego ChargersSan Diego (6-7),7,17,10,6,40,40,Buffalo BillsBuffalo (2-11),0,7,0,0,7,7,1985,13
Seattle SeahawksSeattle (7-6),3,14,7,0,24,24,Kansas City ChiefsKansas City (4-9),3,0,3,0,6,6,1985,13
Atlanta FalconsAtlanta (2-11),10,7,0,7,24,24,Los Angeles RaidersLA Raiders (9-4),7,6,7,14,34,34,1985,13
Washington RedskinsWashington (7-6),3,5,0,0,8,8,San Francisco 49ersSan Francisco (8-5),7,14,7,7,35,35,1985,13
Miami DolphinsMiami (9-4),10,21,7,0,38,38,Chicago BearsChicago (12-1),7,3,14,0,24,24,1985,13
Buffalo BillsBuffalo (2-12),0,0,7,0,7,7,New York JetsNY Jets (10-4),0,21,0,6,27,27,1985,14
Kansas City ChiefsKansas City (5-9),14,10,14,0,38,38,Atlanta FalconsAtlanta (2-12),0,10,0,0,10,10,1985,14
Cincinnati BengalsCincinnati (7-7),22,0,21,7,50,50,Dallas CowboysDallas (9-5),0,3,7,14,24,24,1985,14
New England PatriotsNew England (10-4),7,10,0,6,23,23,Detroit LionsDetroit (7-7),3,0,3,0,6,6,1985,14
Chicago BearsChicago (13-1),0,3,7,7,17,17,Indianapolis ColtsIndianapolis (3-11),0,3,0,7,10,10,1985,14
Green Bay PackersGreen Bay (6-8),3,0,14,7,24,24,Miami DolphinsMiami (10-4),6,14,0,14,34,34,1985,14
St. Louis CardinalsSt. Louis (5-9),7,14,0,7,28,28,New Orleans SaintsNew Orleans (5-9),0,6,0,10,16,16,1985,14
Philadelphia EaglesPhiladelphia (6-8),0,5,7,0,12,12,Washington RedskinsWashington (8-6),0,3,7,7,17,17,1985,14
San Diego ChargersSan Diego (7-7),21,13,7,13,54,54,Pittsburgh SteelersPittsburgh (6-8),7,13,14,10,44,44,1985,14
Houston OilersHouston (5-9),0,14,0,0,14,14,New York GiantsNY Giants (9-5),14,21,0,0,35,35,1985,14
Seattle SeahawksSeattle (8-6),3,14,7,7,31,31,Cleveland BrownsCleveland (7-7),3,0,3,7,13,13,1985,14
Denver BroncosDenver (9-5),7,7,0,0,0,14,Los Angeles RaidersLA Raiders (10-4),0,0,14,0,3,17,1985,14
Minnesota VikingsMinnesota (7-7),6,10,3,7,26,26,Tampa Bay BuccaneersTampa Bay (2-12),0,0,7,0,7,7,1985,14
San Francisco 49ersSan Francisco (8-6),0,7,6,7,20,20,Los Angeles RamsLA Rams (10-4),0,3,7,17,27,27,1985,14
New York JetsNY Jets (10-5),3,0,3,0,6,6,Chicago BearsChicago (14-1),3,7,3,6,19,19,1985,15
Denver BroncosDenver (10-5),0,7,0,7,14,14,Kansas City ChiefsKansas City (5-10),3,0,3,7,13,13,1985,15
